分数_Score,公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,创新机构行业分布占比_InnovationInstitutions(%),行业集中度CR8值_CR8IndustryConcentration,周期性行业_PeriodIndustry,劳动力行业分布_LaborIndustryDistribution,高水平人才分布_DistributionOfHighLevelTalents,数据化人才分布_DataTalentDistribution,每股收益(元/股)_BasicEPS,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股净现金流量(元/股)_CFPS,每股企业自由现金流量(元/股)_EntfcfPS,净资产收益率(平均)(%)_AvgROE,资产净利率(%)_ROA,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售毛利率(%)_Gincmrt,销售成本率(%)_Salcostrt,营业利润/营业总收入_OpeprTOR,息税前利润/营业总收入(%)_EBITTOR,营业总成本/营业总收入(%)_TopecostTOR,销售费用率(%)_Opeexprt,管理费用率(%)_Admexprt,财务费用率(%)_Finexprt,资产减值损失/营业总收入_AstimpaTOR,净利润_Netprf,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/净债务(%)_Tanastndb,经营净现金流量/负债合计_NOCFtotlia,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,应收账款周转率(次)_ARTrat,应付账款周转率(次)_AccrPayrat,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售现金比率(%)_Casrtsale,经营现金净流量/经营净收益(%)_NOCFONI,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,价值变动净收益／利润总额(%)_Valchgtprf,营业外收支净额／利润总额(%)_Noopenitprf,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP,RGB_Red,RGB_Green,RGB_Blue,主营业务_MainBusiness,积极新闻舆情_Positive,消极新闻舆情_Nagative,消极/积极_Na/P,消极/中立_Na/Ne,监管确定_RegulatoryCertainty,劳动力流动_LabourMobility,资本流动_CapitalFlow,贸易流量_TradeFlow,全球经济增长地位_GlobalEconomicGrowthPosition,国民经济增长地位_NationEconomicGrowthPosition,法治程度_RuleOfLaw,有形产权_TangiblePropertyRights,无形产权_IntangiblePropertyRights,纠纷调解_DisputeResolution,税收优惠_TaxIncentive,税收负担_TaxBurden
71.5,153737,C300241,深圳市瑞丰光电子股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.164,2.4178,2.8268,0.1843,0.1915,0.7413,0.7982,0.3372,0.006,0.3786,6.7336,3.5346,6.2285,5.4439,19.7027,80.2973,6.5202,6.773,99.4848,3.555,4.0001,0.2388,5.031,86227128.62,105795423.4,183251083.5,6.5202,7.2377,1.4291,1.1951,0.9948,80.4109,124.3613,142.4226,95.542,158.2478,0.1734,0.3789,0.2016,-37.0441,19.26,-35.4328,-36.3743,-35.9354,44.2304,-13.3369,-41.0762,9.0547,0.5494,9.0547,0.5494,6.4962,182,5.3494,3.1235,,1.1814,3.1759,1.2198,0.6493,93.368,11.9275,2314.8997,2.1244,3327701.75,186308034.9,-585704364.8,219.0998,93.368,7.7443,0.2592,93.5916,44.5334,0.029,,58.7497,41.2503,86.014,13.986,55.4666,396513676.1,0.1123,8.0813,8.0813,7.4248,-2.5174,-2.2639,5.4439,85.3829,94.1351,6.773,100,90,173,2,0.379,0.0807,0.0404,0.2129,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
70.5,153735,C300242,广东佳兆业佳云科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,-1.9722,1.621,8.8411,-1.9635,-1.8999,-1.3399,-1.3137,-0.4954,0.0995,0.2826,-75.0994,-50.6723,-63.784,-22.1875,4.4203,95.5797,-22.2084,-21.4889,122.3012,0.6841,1.8251,0.7994,22.3488,-1251313766,-1205568163,-1188368552,-22.2084,-22.3907,1.5641,1.5641,1.1503,108.784,91.9252,112.536,161.2619,104.9483,-0.2809,0.021,-0.2843,-757.4,83.98,-732.2127,-705.1479,-744.7355,140.5458,-651.0984,-1551.6694,-55.3528,-21.9207,-55.3528,-21.9207,,51,,7.0276,,3.9603,865.7567,3.367,2.2838,104.9248,-5.6028,,1.0622,63110213.06,-314330245.7,-1191517480,,104.9248,-12.7959,0.3498,,51.9446,,,52.9491,47.0509,98.8272,1.1728,48.0554,623759401.6,0.0127,,,,,,-22.1875,,,-21.4889,255,110,0,4,0.4167,0.1666,0.0417,0.3998,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68,78402,C300264,深圳市佳创视讯技术股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.0257,1.3267,0.7761,0.0127,0.0398,0.0303,0.0936,-0.2066,-0.2292,-0.1297,1.9452,1.029,2.5938,2.7536,31.6383,68.3617,1.6321,5.1228,104.6867,9.2745,9.0779,2.3059,4.5908,10596849.65,16423824.35,34748999.3,1.6321,3.2577,1.9862,1.787,1.7734,46.0857,216.9869,243.4561,73.5955,199.8155,-0.3379,0.0273,-0.347,114.2778,29.97,106.9405,111.5684,111.1073,-116.4491,21.3135,114.1998,1.2158,-11.5704,1.2158,-11.5704,,471,3.3571,0.9896,,0.5957,23.0605,0.5885,0.3737,87.8753,-26.6217,,0.732,-94696182.34,-85349653.18,-24831574.83,-966.7915,87.8753,-9.9479,0.1292,,31.3659,,,70.8842,29.1158,97.3773,2.6227,68.6341,242573509.3,0.012,-161.6082,-161.6082,-0.3004,13.135,43.722,2.7536,94.9517,56.6098,5.1228,36,103,203,4,0.3478,0.087,0.0218,0.2501,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
69,78390,C300277,深圳海联讯科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.0239,1.4292,0.7885,0.0354,0.0241,0.1262,0.1745,0.0664,-0.3695,0.2761,1.68,1.5189,1.5729,4.1508,22.6137,77.3863,4.4876,3.0623,101.068,3.5407,10.8438,-1.3288,0.4619,8018257.15,8088599,16464564.6,4.4876,4.9451,2.6646,2.0498,1.1074,57.1097,175.1015,433.2933,58.2346,,0.0813,0.0043,0.0819,32.0442,-13.48,25.4483,28.1358,27.1857,-175.7671,34.5898,31.6356,0.6291,12.9775,0.6291,12.9775,-3.4722,368,1.559,2.6234,,0.392,22.9043,0.5534,0.3659,151.0888,8.4164,,0.1728,-123766885.8,22230533.36,-153479672.9,202.768,151.0888,3.0799,0.5867,-150.6779,35.7057,,,81.2486,18.7514,99.2858,0.7142,64.2943,451899273.2,0.004,-23.8802,-23.8802,,96.3286,-0.3388,4.1508,92.8071,146.0481,3.0623,0,81,136,3,0.1,0.05,0.0167,0.5,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68,169631,C300297,蓝盾信息安全技术股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.34,3.7033,1.942,0.4211,0.5426,1.0837,1.1197,0.144,-0.4678,0.4622,9.4448,4.6412,7.6104,18.4861,59.3662,40.6338,21.6816,27.9414,82.353,6.325,8.0178,7.2263,9.6254,397943111.3,637605667.8,861356591.5,21.6816,34.3945,1.2786,1.2179,0.9627,119.6109,83.6044,105.4522,203.5373,84.6323,0.0318,1.1341,0.0419,-2.8571,31.61,-5.0787,-5.1593,-4.4123,80.461,372.3544,-13.8072,11.57,19.305,11.57,19.305,9.5264,457,3.9809,0.9807,,0.4492,2.7577,0.5416,0.2511,217.1102,7.4171,42.0307,7.6735,-549666180.9,169254449.5,-293798223.9,40.1227,217.1102,1.8622,0.878,89.9472,53.7483,0.0616,0.0447,51.3269,48.6731,75.9891,24.0109,46.2517,1125325907,0.279,82.4841,82.4841,-0.2144,0.0946,-1.3424,18.4861,86.4063,76.5688,27.9414,0,112,186,15,0.6028,0.1215,0.0081,0.2016,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67,169847,C300301,深圳市长方集团股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-0.1985,2.0496,1.9926,-0.1729,-0.1301,0.0631,0.0981,-0.2375,-0.2393,0.8446,-8.289,-2.9654,-3.1015,-6.8746,25.5478,74.4522,-8.6764,-6.5313,108.5997,2.8564,5.2674,2.182,16.0608,-156868230.6,-102827206.1,54650066.32,-8.6764,-10.4703,0.8884,0.6764,0.6322,115.7339,86.4051,94.5133,185.5817,72.6937,-0.1001,,-0.1152,-532.4619,3.53,-215.1187,-218.1413,-208.2927,27.3491,-190.9952,-678.8574,-25.2173,-8.169,-25.2173,-8.169,,223,3.1773,3.2598,,1.0104,1.3871,0.8319,0.4314,84.839,-11.9171,,0.6646,-189060607.8,-187622055.3,-133080950.5,,84.839,-5.1405,0.1859,,53.6353,0.0398,,48.5896,51.4104,86.8771,13.1229,46.3647,-181785566.2,0.1518,,,,,,-6.8746,,,-6.5313,255,98,0,1,0.4186,0.0698,0.0698,0.1667,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
74.5,157553,C300303,深圳市聚飞光电股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.13,1.5108,1.8422,0.1465,0.1408,0.43,0.5241,0.0589,-0.0191,0.0172,8.5258,4.6547,7.8021,6.5205,21.8626,78.1374,7.9546,7.6438,94.0564,2.5041,5.0123,-0.359,4.074,159804568.7,179248618.6,270093798.7,7.9546,9.2776,1.67,1.5136,1.232,68.086,146.873,167.2415,76.6241,197.6103,0.0572,0.0981,0.061,160,34.7,240.3767,235.0493,239.1063,5.4187,64.2781,153.4836,5.3395,-2.0046,5.3395,-2.0046,5.3741,165,9.3372,2.8311,,1.0726,3.4277,1.2511,0.7139,89.9916,3.1953,53.7605,2.2495,-24273353.69,74930411.71,-526120115.7,49.0035,89.9916,2.281,0.1436,64.163,40.2663,,,62.5807,37.4193,93.833,6.167,59.7337,823192608.2,0.0416,75.1083,75.1083,-0.1723,10.1475,-0.5219,6.5205,82.3993,103.5265,7.6438,44,186,53,3,0.4583,0.0556,0.0185,0.1213,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67.5,169802,C300310,宜通世纪科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,-2.21,1.7487,2.9212,-2.2224,-2.2492,-1.6029,-1.5552,-0.1203,-0.5644,-0.1099,-77.1749,-56.3679,-77.2619,-77.1934,12.1404,87.8596,-76.0756,-76.9955,178.7184,2.8736,8.5323,0.1544,75.272,-1969452677,-1985429224,-1930377004,-76.0756,-77.2991,2.0067,1.6835,1.3548,63.7843,156.7784,199.6703,72.7598,317.5747,-0.1078,0.0205,-0.11,-918.5185,29.61,-856.9585,-860.5924,-1017.1713,43.6152,-243.5857,-2063.6993,-56.6442,-44.8467,-56.6442,-44.8467,,177,7.1943,2.8349,,1.2085,11.2107,1.0105,0.7302,102.8114,-4.1167,,1.088,-498214896.6,-106155050.5,-1961470450,,102.8114,-3.0061,0.3367,,39.2163,,,66.63,33.37,97.9796,2.0204,60.7837,971119665.8,0.013,,,,,,-77.1934,,,-76.9955,13,54,139,2,0.32,0.072,0.036,0.225,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68,170096,C300311,任子行网络技术股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.21,2.0126,1.7686,0.1398,0.2465,0.7581,0.8304,-0.1027,-0.0337,-0.0044,10.7359,5.91,9.7473,11.4835,51.1546,48.8454,7.9021,13.9362,110.7706,18.788,10.2441,0.5637,17.2645,139165421,167613065,194908346.8,7.9021,17.0933,1.6662,1.4294,1.1258,70.0175,142.8215,291.2915,152.687,383.5155,-0.0729,0.5167,-0.098,-4.5455,49.5,353.2446,-3.5725,-9.1099,38.171,-134.6541,-16.6251,11.8227,4.2067,11.8227,4.2067,9.6274,231,3.3974,2.8713,,1.1337,6.8197,0.9278,0.5147,99.4974,-5.8094,,0.3395,-22916539.52,-69870626.94,-554146375.9,-50.589,99.4974,-2.9898,0.428,85.3141,40.1774,0.021,,74.4436,25.5564,74.3912,25.6088,59.8226,474919222,0.172,-80.3285,-80.3285,0.0225,93.229,41.0648,11.4835,85.6457,96.2111,13.9362,19,22,115,4,0.8667,0.0667,0.0167,0.077,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66.5,170653,C300319,深圳市麦捷微电子科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.19,2.8965,2.4045,0.2222,0.2505,0.0548,0.1068,0.144,0.1345,-0.3913,6.7578,4.5419,6.5445,8.5101,18.652,81.348,9.24,10.4165,92.1163,1.8147,3.2155,1.1096,0.9251,131688224.3,174126842.5,252162147,9.24,10.7065,1.9206,1.2047,1.1534,53.4949,186.9339,213.9031,69.8439,280.509,0.093,0.1654,0.1071,138,35.03,144.7964,145.2434,140.5643,-6.4237,-44.458,135.0776,6.8971,1.4619,6.8971,1.4619,,289,2.0786,3.1081,,0.8898,3.1089,0.8578,0.5337,77.5386,5.9898,75.977,3.1277,93537025.06,100128074,-81623438.22,70.3847,77.5386,3.1968,0.2957,,34.1444,0.0249,,68.143,31.857,86.7838,13.2162,65.8556,860654049.4,0.0685,84.1662,84.1662,0.0488,0.0319,1.3538,8.5101,90.8534,89.9229,10.4165,15,70,191,5,0.4615,0.0128,0.0026,0.0277,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
76.5,170627,C300322,惠州硕贝德无线科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.15,1.4162,4.2342,0.1825,0.2479,0.3357,0.3997,0.9714,-0.1708,0.7276,10.3958,3.6952,7.8797,4.129,21.7898,78.2102,4.3097,5.8535,96.9712,2.4555,7.2942,1.8426,-0.0925,62400739.54,100818601.1,189397693.7,4.3097,4.6138,0.9606,0.7433,0.6603,203.6395,49.1064,52.2636,258.1901,52.1689,0.3368,,0.3754,15.3846,30.75,278.7186,252.8632,246.949,-21.3159,693.5029,31.5226,-7.7463,-10.7086,-7.7463,-10.7086,9.1617,147,5.6559,4.2776,,1.5408,2.6985,2.8694,0.8843,113.0622,22.9423,757.4624,0.7818,-69487309.02,395149916,3995520.518,555.6358,113.0622,20.2875,0.303,80.444,63.84,0.0532,,34.3244,65.6756,89.7349,10.2651,36.16,-41498676.76,0.1812,73.1019,73.1019,,-3.1197,-4.0148,4.129,99.6551,70.7834,5.8535,0,64,148,6,0.5512,0.0293,0.0049,0.0532,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65,170645,C300333,深圳兆日科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.0364,2.4607,0.6424,0.1296,0.1011,0.2064,0.3064,0.1347,-0.0783,0.0787,1.4534,3.5512,2.9342,14.6709,62.0766,37.9234,20.1749,15.7336,87.197,13.5948,16.0483,-4.4622,-0.305,12220671.8,33960054.21,48329491.98,20.1749,32.0039,9.5225,8.4785,5.3768,7.1374,1401.0722,2966.1018,8.2854,,0.7671,,0.7671,-35.461,2.55,-1.8276,-1.5971,-12.8402,-21.1085,62.3434,-33.2987,-3.2869,-0.1101,-3.2869,-0.1101,-2.4064,273,1.4976,10.9168,,0.3808,1.9138,0.2567,0.2421,123.3455,20.9732,163.8152,1.5557,-26322085.62,45269307.34,-698008036.8,142.9576,123.3455,5.0767,0.9061,-64.9664,6.6215,,,96.7385,3.2615,100,,93.3785,502931796.7,,63.394,63.394,,24.0351,0.1035,14.6709,72.6432,128.361,15.7336,54,80,198,4,0.3544,0.076,0.019,0.2144,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
70,82260,C300340,江门市科恒实业股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.273,6.7921,10.3811,0.2976,0.5378,1.6099,1.7506,0.1962,-0.1321,0.5214,4.0468,1.6493,6.1372,2.644,15.6627,84.3373,2.8671,5.1809,98.268,1.7654,3.2968,2.7519,1.4978,57908261.24,114099140.4,159939706.8,2.8671,2.7651,1.2112,0.8099,0.7336,150.7865,66.3189,82.6606,239.6936,65.3787,0.0192,0.7408,0.0222,-52.6863,77.87,-56.857,-58.8155,-52.5657,-246.6282,141.7203,-53.3413,1.3965,4.9431,1.3965,4.9431,2.5965,307,2.2728,2.4078,,0.9632,6.9994,1.539,0.6238,115.2579,1.8898,109.115,4.0677,-28025517.54,41619765.03,-73236601.1,71.4759,115.2579,1.1789,0.5442,63.3654,60.0923,0.0277,0.0268,45.2537,54.7463,86.4687,13.5313,39.9077,396857044,0.2038,67.972,67.972,-1.0875,1.5139,-12.5194,2.644,103.7658,49.1817,5.1809,0,74,173,6,0.4667,0.0476,0.0079,0.102,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
74,170617,C300348,深圳市长亮科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.1836,3.8277,3.3824,0.1125,0.1378,1.0272,1.1181,0.056,0.5112,-0.0405,4.8878,3.5338,5.2268,5.3462,50.748,49.252,3.3254,4.0754,97.6276,7.9724,28.2911,0.7636,2.2118,56454112.92,44320107.1,78871631.08,3.3254,3.8562,4.126,4.1254,4.1201,47.3438,211.221,534.275,59.8017,,0.0309,0.2947,0.0593,-39.6053,35.59,-64.4089,-64.3891,-33.6732,36.4515,314.2293,-43.5361,14.024,24.237,14.024,24.237,0.7853,199,1067.8805,1.8061,,0.9956,4.1451,0.9416,0.661,87.3033,1.6548,69.749,1.6308,164347390.7,17995400.04,-302540467.1,30.9519,87.3033,1.0938,1.6977,14.5786,31.9599,0.0287,,84.234,15.766,52.0458,47.9542,68.0401,947937518.1,0.2253,71.3068,71.3068,-18.8501,27.8555,0.0516,5.3462,160.6871,81.6379,4.0754,0,70,150,5,0.6194,0.0299,0.006,0.0483,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
40.5,166873,C300350,华鹏飞股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,-1.16,2.0469,2.0011,-1.1799,-1.121,-0.5371,-0.4436,0.3115,-0.1144,0.8207,-42.1548,-22.1004,-31.3169,-58.8034,28.8925,71.1075,-58.9618,-56.018,159.9937,2.7683,7.2654,1.752,71.8121,-601879918.1,-534396347.3,-459729065.4,-58.9618,-69.5771,1.4222,1.0503,0.9144,107.3879,93.1203,105.9248,212.802,57.6771,0.1417,0.2096,0.1542,-1154.5455,7.07,-193.2366,-592.0212,-724.5476,30.8487,333.777,-2061.053,-48.0898,-24.8367,-48.0898,-24.8367,,436,1.7019,1.6006,,0.6788,3.8906,0.6681,0.3758,94.6849,15.5655,,1.024,-54518010.83,148490757.1,-399528417.7,,94.6849,5.8501,0.1208,,48.1041,0.0344,,51.4386,48.5614,91.8708,8.1292,51.8959,406450126.1,0.0754,,,,,,-58.8034,,,-56.018,224,0,0,3,0.2692,0.1923,0.0641,0.7143,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65.5,170694,C300359,全通教育集团(广东)股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,-1.04,2.1326,1.3265,-0.9752,-0.9424,-0.5043,-0.4665,0.3303,0.0432,0.3857,-38.4387,-25.6845,-30.8384,-76.7226,31.1479,68.8521,-73.5191,-71.0452,174.0604,3.2002,12.6336,2.2529,85.3448,-657139722.8,-596549984.6,-554660518.5,-73.5191,-83.9365,1.7374,1.6987,1.5407,49.8763,200.4961,273.982,147.4112,525.5609,0.3105,0.2614,0.3704,-1140,24.13,-632.2409,-604.131,-734.3429,17.1787,287.2006,-1619.4868,-34.7621,-24.6836,-34.7621,-24.6836,,227,21.7704,1.7044,,0.8425,18.6631,0.4912,0.3348,114.6345,24.8985,,1.3532,27348136.76,209066922.9,-745359833.8,,114.6345,8.3353,0.5944,,31.2422,0.0349,,73.2607,26.7393,83.8411,16.1589,68.7578,416242907.5,0.0734,,,,,,-76.7226,,,-71.0452,243,0,0,3,0.0789,0.3158,0.1053,4.0025,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65,170702,C300377,深圳市赢时胜信息技术股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.2395,3.6562,0.8611,0.2596,0.2529,0.5385,0.6357,-0.0661,-0.5591,-0.6188,6.5702,5.8992,6.2281,28.3776,79.9414,20.0586,30.1485,29.3696,76.7267,3.3713,12.9381,-0.8527,4.4456,177780372.1,187701212,217899252,30.1485,85.1202,4.4293,4.4247,2.4693,13.8258,723.2849,963.4467,13.8832,,-0.1307,0.0051,-0.133,-14.708,36.71,-20.6247,-20.3851,-17.853,45.7689,58.2065,-15.2089,0.5783,9.2287,0.5783,9.2287,3.9156,255,64.5694,1.4417,,0.4112,0.9555,0.2362,0.2079,79.0885,-7.6741,-32.9736,3.8078,-414947084.3,-49044888.34,-541652261.3,-27.0427,79.0885,-1.5953,0.5012,58.251,11.6883,0.0013,,90.5966,9.4034,98.2827,1.7173,88.3117,1264506513,0.0023,76.9859,76.9859,-0.5803,2.9914,0.2717,28.3776,93.8701,102.9319,29.3696,5,54,119,4,0.5645,0.0161,0.004,0.0285,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
71.5,170671,C300389,深圳市艾比森光电股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.7574,3.9726,6.211,0.8557,0.85,2.4089,2.7232,0.7271,0.768,0.8203,20.8058,12.017,20.2351,11.8389,38.1502,61.8498,13.7775,13.6858,86.8408,13.7544,5.9487,-1.4027,1.5111,240624841.9,271900643.4,345477092.2,13.7775,17.163,1.7876,1.3458,1.2922,66.3929,150.6186,191.9737,70.9351,777.203,0.2757,0.0092,0.2777,126.9703,25.15,144.3059,132.2955,125.4785,4.3137,24.2652,86.1946,21.9147,17.576,21.9147,17.576,17.9148,188,3.82,3.8362,,1.4816,5.3519,1.7178,1.015,96.806,11.7065,88.9604,0.9661,245649493.8,232576714.1,-524202496.7,98.8813,96.806,11.8826,1.4881,79.3889,39.8828,,,65.7503,34.2497,99.2776,0.7224,60.1172,659679687.2,0.0048,95.6603,95.6603,,0.5432,-0.155,11.8389,86.0626,100.5142,13.6858,246,112,0,4,0.8173,0.0288,0.0072,0.0352,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
80.5,170713,C300408,潮州三环(集团)股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.76,4.0105,2.151,0.8864,0.8921,2.4729,2.8921,0.883,0.2635,0.4451,20.462,16.627,19.5904,35.296,54.1978,45.8022,41.2095,41.4746,61.275,1.6008,7.7434,0.4617,0.2858,1318729254,1555329097,1786273113,41.2095,74.4822,5.0395,4.398,2.3156,20.9402,477.5496,902.4944,22.9109,,1.0515,0.0907,1.4367,20.6349,14.64,22.84,22.6402,21.8994,15.0757,57.5417,2.6662,18.5558,14.1587,18.5558,14.1587,15.0267,232,2.5873,3.8743,,0.7299,2.2074,0.5819,0.4711,114.1715,41.0517,106.0085,3.0879,459304461.6,1539470347,-5869072270,116.3072,114.1715,19.3384,0.5096,66.9537,17.2515,,,90.0249,9.9751,73.1852,26.8148,82.7485,4328416901,0.0559,93.4977,93.4977,0.0234,2.048,0.5037,35.296,85.2187,99.8636,41.4746,0,120,188,9,0.567,0.0825,0.0092,0.1455,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
74,171722,C300448,浩云科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.36,3.0787,1.8735,0.4392,0.4407,1.007,1.1193,0.3391,0.1366,0.433,11.7391,10.6856,12.9924,20.6602,46.4608,53.5392,23.4455,23.5221,78.4792,8.0638,8.8861,-0.0937,1.6412,140225348.4,180014962.3,214889628,23.4455,33.5736,3.9782,3.4351,2.9189,22.617,442.1458,717.7981,25.6469,,0.487,0.0069,0.497,20,18.01,34.0363,33.9685,32.5231,22.6862,23.0913,13.4618,11.1555,19.3124,11.1555,19.3124,11.9591,257,2.8663,2.7311,,0.7571,2.7301,0.6407,0.5172,95.9779,18.0986,84.0983,0.8415,55815998.07,138509269.1,-506103911,87.6015,95.9779,9.3607,1.1315,85.576,17.6671,,,87.772,12.228,97.9724,2.0276,82.3329,829928545.6,0.0044,91.0575,91.0575,,3.0048,0.799,20.6602,87.4162,100.4771,23.5221,0,85,151,8,0.3205,0.0548,0.0068,0.1709,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
