公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,A股股票代码_A_Stkcd,B股股票代码_B_Stkcd,H股股票代码_H_stkcd,上市标识_Lstflg,截止日期_Enddt,报表类型_Reporttype,每股收益(元/股)_BasicEPS,稀释每股收益(元/股)_DilutEPS,每股收益(期末股本摊薄)(元/股)_EPS,每股收益(TTM)(元/股)_EPSTTM,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业收入(元/股)_MincmPS,每股营业收入(TTM)(元/股)_MincmPSTTM,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股资本公积金(元/股)_CapsurfdPS,每股盈余公积金(元/股)_SurrefdPS,每股公积金(元/股)_AccumfdPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股经营活动现金流量(TTM)(元/股)_OpeCFPSTTM,每股净现金流量(元/股)_CFPS,每股净现金流量(TTM)(元/股)_CFPSTTM,每股企业自由现金流量(元/股)_EntfcfPS,每股股东自由现金流量(元/股)_ShrhfcfPS,净资产收益率(平均)(%)_AvgROE,净资产收益率(加权)(%)_WROE,净资产收益率(摊薄)(%)_ROE,净资产收益率(扣除，摊薄)(%)_ROEcut,净资产收益率(扣除，加权)(%)_WROEcut,净资产收益率(TTM)(%)_ROETTM,资产报酬率(%)_ROAEBIT,资产报酬率(TTM)(%)_ROAEBITTTM,资产净利率(%)_ROA,资产净利率(TTM)(%)_ROATTM,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售净利率(TTM)(%)_NetprfrtTTM,销售毛利率(%)_Gincmrt,销售毛利率(TTM)(%)_GincmrtTTM,销售成本率(%)_Salcostrt,销售期间费用率(%)_Pdcostrt,销售期间费用率(TTM)(%)_PdcostrtTTM,净利润/营业总收入_NprTOR,净利润/营业总收入(TTM)_NprTORTTM,营业利润/营业总收入_OpeprTOR,营业利润/营业总收入(TTM)_OpeprTORTTM,息税前利润/营业总收入(%)_EBITTOR,息税前利润/营业总收入(TTM)(%)_EBITTORTTM,营业总成本/营业总收入(%)_TopecostTOR,营业总成本/营业总收入(TTM)(%)_TopecostTORTTM,销售费用率(%)_Opeexprt,销售费用率(TTM)(%)_OpeexprtTTM,管理费用率(%)_Admexprt,管理费用率(TTM)(%)_AdmexprtTTM,财务费用率(%)_Finexprt,财务费用率(TTM)(%)_FinexprtTTM,资产减值损失/营业总收入_AstimpaTOR,资产减值损失/营业总收入(TTM)_AstimpaTORTTM,净利润_Netprf,扣除非经常性损益后的净利润_Netprfcut,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/带息债务(%)_Tanastintdb,有形净值/净债务(%)_Tanastndb,息税折旧摊销前利润/负债合计_EBITDAtotlia,经营净现金流量/负债合计_NOCFtotlia,经营净现金流量/带息债务_NOCFintdb,经营净现金流量/流动负债_NOCFtotcurlia,经营净现金流量/净债务_NOCFndb,利息保障倍数_Intcvr,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,稀释每股收益增长率(%)_DilutEPSgrrt,营业收入增长率(%)_Opeincmgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润增长率(%)_NPPCgrrt,归属母公司的净利润(扣除)增长率(%)_NPPCcutgrrt,归属母公司股东的净利润3年复合增长率()_NetProfShareGrRt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,每股经营活动现金流量增长率(%)_OpeCPSgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,每股净资产相对年初增长率(%)_NAPSgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,存货周转天数(天/次)_invtrtrday,应收账款周转率(次)_ARTrat,应收账款周转天数(天/次)_ARTday,应付账款周转率(次)_AccrPayrat,应付账款周转天数(天/次)_AccrPayday,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售商品劳务收入现金/营业收入(TTM)(%)_SalesevOpeincmTTM,销售现金比率(%)_Casrtsale,销售现金比率(TTM)(%)_CasrtsaleTTM,经营现金净流量/经营净收益(%)_NOCFONI,经营现金净流量/经营净收益(TTM)(%)_NOCFONITTM,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,销售商品劳务收入现金(元)_Salesevcash,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,每股股利(元/股)_DivPS,股利保障倍数(倍)_Divcvr,现金股利保障倍数(倍)_Cashdivcvr,股利支付率(%)_Divprt,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,流动资产/总资产(%)_Curtotast,非流动资产/总资产(%)_Noncurtotast,固定资产比率(%)_Fixassrt,无形资产比率(%)_Intanassrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,权益乘数(%)_Equmul,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,长期资产适合率(%)_Lassfitass,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,对联营合营公司投资收益/利润总额(TTM)(%)_InvretassoctprfTTM,价值变动净收益／利润总额(%)_Valchgtprf,价值变动净收益／利润总额(TTM)(%)_ValchgtprfTTM,营业外收支净额／利润总额(%)_Noopenitprf,营业外收支净额／利润总额(TTM)(%)_NoopenitprfTTM,所得税／利润总额(%)_Taxtprf,扣除非经常损益后的净利润／净利润(%)_Nprfcutnprf,权益乘数(杜邦分析)(%)_EqumulDP,归属母公司股东的净利润/净利润(%)_NPPCNPDP,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP
150161,C300219,鸿利智汇集团股份有限公司,2,300219,,,A,31/12/18,Q4,0.29,0.29,0.293,0.293,3.9555,5.616,5.616,5.616,0.2693,0.387,1.539,0.0889,1.628,1.3667,1.4556,0.9112,0.9112,-0.1214,-0.1214,0.3514,0.2834,7.5778,7.52,7.4082,2.2476,2.28,7.5778,5.6775,5.6775,3.8495,3.9415,5.9014,4.672,4.672,23.0863,23.0863,76.9137,7.807,7.807,4.672,4.672,4.7946,4.7946,6.8907,6.8907,97.9137,97.9137,2.9714,2.9714,3.9529,3.9529,0.8828,0.8828,8.2008,8.2008,208876901.8,63373058.08,275843985.3,466561465.9,4.7946,7.4475,1.4755,1.1948,1.0969,64.165,155.8481,196.5512,101.5348,124.2108,176.3895,0.2542,0.359,0.4528,0.4316,0.643,11.8581,0.4253,0.4316,-43.1373,-43.1373,8.2152,35.97,-45.6058,-38.0587,-46.9798,-40.9101,-73.5739,11.13,56.2121,475.5976,475.6159,-43.5553,4.686,-4.5619,4.7,4.686,-4.5619,-0.1642,136,7.2621,49.5724,4.1406,86.9439,,,1.8321,3.6499,1.4523,0.8239,86.1156,86.1156,16.2248,16.2248,777.6899,777.6899,1.768,-86521669.09,649504405.8,3447345606,-499091571.8,347.2751,86.1156,13.3683,0.5673,0.3,0.9769,3.0377,102.3644,-2.3644,38.1264,46.7941,53.2059,23.4902,2.1584,0.043,,66.279,33.721,83.1794,16.8206,61.8736,1.6162,715601018.1,0.1036,2.3507,33.0654,33.0654,-0.6585,-0.6585,31.075,31.075,24.0103,24.0103,25.9532,33.8841,1.7626,111.6817,4.672,74.0468,91.5669,6.8907
150859,C300227,深圳光韵达光电科技股份有限公司,3,300227,,,A,31/12/18,Q4,0.31,0.31,0.3067,0.3067,3.4332,2.6086,2.6086,2.6086,0.3502,0.3927,1.2245,0.0285,1.253,1.1803,1.2088,0.794,0.794,0.0718,0.0718,0.4963,0.5475,9.294,9.3,8.9331,6.9851,7.27,9.294,7.885,7.885,6.1346,5.8878,8.3442,11.7123,11.7123,42.2663,42.2663,57.7337,23.5982,23.5982,11.7123,11.7123,13.4236,13.4236,15.0543,15.0543,89.9246,89.9246,10.9583,10.9583,10.7342,10.7342,1.9057,1.9057,0.3537,0.3537,68232911.82,53353496.41,87367425.26,159488594.5,13.4236,16.0381,1.2205,0.9795,0.9383,50.2711,198.9215,240.6553,69.2763,174.634,237.6429,0.3988,0.46,0.5565,0.5118,0.7573,7.4889,0.5105,0.5118,-26.1905,-26.1905,13.0383,36.98,23.8976,13.9418,15.8565,11.1661,0.1563,37.66,53.3232,197.1667,98.1038,2.5332,8.4191,8.7506,-27.72,8.4191,8.7506,8.5471,227,4.4731,80.4829,2.4404,147.5168,,,1.3923,1.4292,0.7905,0.5238,109.928,109.928,30.4363,30.4363,302.0849,302.0849,2.2261,15968551.45,176636478.4,637964546.1,-42691.0461,259.8661,109.928,15.9417,0.3782,0.035,8.7627,22.6844,11.4119,88.5881,33.2606,36.4881,63.5119,35.7029,5.5805,,,70.6448,29.3552,89.8813,10.1187,66.7394,1.4984,76113925.32,0.0504,1.8658,77.2412,77.2412,0.0673,0.0673,2.5293,2.5293,-2.9091,-2.9091,10.21,78.4932,1.5092,100.3837,11.7123,89.79,86.6469,15.0543
151303,C300232,深圳市洲明科技股份有限公司,3,300232,,,A,31/12/18,Q4,0.54,0.54,0.5415,0.5415,2.9029,5.9432,5.9432,5.9432,0.6329,0.688,0.6276,0.1223,0.7499,1.33,1.4522,0.4205,0.4205,0.4558,0.4558,-0.0405,0.6589,19.8146,20.46,17.4149,17.0242,20,19.8146,9.2624,9.2624,7.5402,6.6437,17.1894,9.4238,9.4238,31.4764,31.4764,68.5236,13.8461,13.8461,9.4238,9.4238,10.6485,10.6485,11.5762,11.5762,89.7918,89.7918,9.3157,9.3157,4.4177,4.4177,0.1127,0.1127,2.0559,2.0559,412250804.2,403001085.2,523745253.3,632788210.6,10.6485,13.0065,1.3059,0.8691,0.7638,160.315,62.3772,73.2383,212.1719,55.3381,83.0417,0.1646,0.0844,0.099,0.0988,0.1486,13.417,0.56,0.0988,14.8936,17.3913,49.2921,51.3,49.0887,49.3893,48.1934,45.006,58.7903,53.68,66.7627,153.8221,111.6256,9.8836,31.963,31.1957,2.71,31.963,31.1957,21.1346,226,2.7252,132.1052,3.8172,94.31,,,1.284,5.665,2.1746,0.8001,91.5579,91.5579,7.0756,7.0756,69.3128,69.3128,1.0384,346976057.5,320123413.6,4142388217,-987215166,75.0823,91.5579,5.6613,1.0998,0.06,9.0256,7.0086,11.0796,88.9204,59.1352,65.9295,34.0705,13.0692,1.9205,0.0156,0.0595,42.276,57.724,85.3763,14.6237,40.8648,2.4471,990997768.2,0.2116,2.8741,95.2846,95.2846,-1.1305,-1.1305,0.2287,0.2287,0.6057,0.6057,12.0373,94.5206,2.7178,96.69,9.4238,87.9627,92.5468,11.5762
79316,C300235,深圳市方直科技股份有限公司,3,300235,,,A,31/12/18,Q4,0.07,0.07,0.0734,0.0734,3.5418,0.639,0.639,0.639,0.0831,0.029,1.6788,0.12,1.7988,0.743,0.863,0.0751,0.0751,0.4449,0.4449,0.4243,0.4737,2.0936,2.09,2.0719,-0.457,-0.46,2.0936,0.7894,0.7894,1.9642,1.9399,0.65,11.292,11.292,61.9093,61.9093,38.0907,30.9782,30.9782,11.292,11.292,13.0028,13.0028,4.5381,4.5381,100.8809,100.8809,26.8412,26.8412,13.956,13.956,-9.8189,-9.8189,2.9319,2.9319,12316056.55,-2716595.98,4866927.99,12100615.34,13.0028,20.8132,16.2535,15.9607,10.1594,4.9798,2008.0972,2708.44,5.0193,2687.1401,,0.4006,0.4258,0.5744,0.4611,,,0.0054,0.4611,40,40,6.7003,2.55,59.4111,52.799,42.4683,39.5979,-157.4666,-16.76,-14.3963,218.2616,218.2203,36.7049,2.1158,2.541,2.11,2.1158,2.541,,194,4.8654,73.9919,2.9985,120.064,,,0.2469,1.113,0.1823,0.1739,109.7967,109.7967,11.7539,11.7539,,,0.3395,74674016.49,12605499.78,117751602.6,-574175296.4,104.0909,109.7967,2.0446,1.4369,,,,,,4.7417,71.1741,28.8259,15.1917,0.5641,,,96.4393,3.5607,92.3502,7.6498,95.2583,1.0498,416979053.1,0.0038,3.4057,-6.1277,-6.1277,1.0006,1.0006,37.16,37.16,9.5486,9.5486,21.4497,-22.4325,1.0481,101.7008,11.292,78.5503,316.7706,4.5381
153737,C300241,深圳市瑞丰光电子股份有限公司,2,300241,,,A,31/12/18,Q4,0.164,0.164,0.156,0.156,2.4178,2.8268,2.8268,2.8268,0.1843,0.1915,0.702,0.0569,0.7589,0.7413,0.7982,0.3372,0.3372,0.006,0.006,0.3786,0.4999,6.7336,6.85,6.4541,1.0584,1.12,6.7336,4.3976,4.3976,3.5346,3.5249,6.2285,5.4439,5.4439,19.7027,19.7027,80.2973,7.7938,7.7938,5.4439,5.4439,6.5202,6.5202,6.773,6.773,99.4848,99.4848,3.555,3.555,4.0001,4.0001,0.2388,0.2388,5.031,5.031,86227128.62,14139906.28,105795423.4,183251083.5,6.5202,7.2377,1.4291,1.1951,0.9948,80.4109,124.3613,142.4226,95.542,119.867,158.2478,0.1644,0.1734,0.1986,0.2016,0.2622,17.0507,0.3789,0.2016,-37.0441,-36.5079,-1.3693,19.26,-35.4328,-36.3743,-35.9354,-35.7408,-80.0134,37.46,44.2304,-13.3369,-56.6302,-41.0762,9.0547,0.5494,-45.43,9.0547,0.5494,6.4962,182,5.3494,67.2985,3.1235,115.259,,,1.1814,3.1759,1.2198,0.6493,93.368,93.368,11.9275,11.9275,2314.8997,2314.8997,2.1244,3327701.75,186308034.9,1458416399,-585704364.8,219.0998,93.368,7.7443,0.2592,0.01,15.6045,33.7161,6.4084,93.5916,44.5334,54.7419,45.2581,19.6708,3.4689,0.029,,58.7497,41.2503,86.014,13.986,55.4666,1.8029,396513676.1,0.1123,2.1532,8.0813,8.0813,7.4248,7.4248,-2.5174,-2.5174,-2.2639,-2.2639,14.6171,16.6286,1.8787,101.4038,5.4439,85.3829,94.1351,6.773
153735,C300242,广东佳兆业佳云科技股份有限公司,3,300242,,,A,31/12/18,Q4,-1.9722,-1.9722,-1.972,-1.972,1.621,8.8411,8.8411,8.8411,-1.9635,-1.8999,1.949,0.0262,1.9751,-1.3399,-1.3137,-0.4954,-0.4954,0.0995,0.0995,0.2826,0.4054,-75.0994,-75.42,-121.6528,-122.3769,-75.87,-75.0994,-49.0767,-49.0767,-50.6723,-57.7854,-63.784,-22.1875,-22.1875,4.4203,4.4203,95.5797,3.3086,3.3086,-22.1875,-22.1875,-22.2084,-22.2084,-21.4889,-21.4889,122.3012,122.3012,0.6841,0.6841,1.8251,1.8251,0.7994,0.7994,22.3488,22.3488,-1251313766,-1258761542,-1205568163,-1188368552,-22.2084,-22.3907,1.5641,1.5641,1.1503,108.784,91.9252,112.536,161.2619,75.9145,104.9483,-1.0626,-0.2809,-0.3439,-0.2842,-0.4754,-32.9129,0.021,-0.2843,-757.4,-757.4,107.3148,83.98,-732.2127,-705.1479,-744.7355,-748.1279,-874.272,-382.78,140.5458,-651.0984,-652.9018,-1551.6694,-55.3528,-21.9207,-55.22,-55.3528,-21.9207,,51,,,7.0276,51.2266,,,3.9603,865.7567,3.367,2.2838,104.9248,104.9248,-5.6028,-5.6028,,,1.0622,63110213.06,-314330245.7,5886486814,-1191517480,,104.9248,-12.7959,0.3498,,,,,,51.9446,80.292,19.708,0.2743,0.3641,,,52.9491,47.0509,98.8272,1.1728,48.0554,2.0809,623759401.6,0.0127,13.4062,,,,,,,,,,,1.4743,100.5262,-22.1875,,,-21.4889
78402,C300264,深圳市佳创视讯技术股份有限公司,2,300264,,,A,31/12/18,Q4,0.0257,0.0257,0.0257,0.0257,1.3267,0.7761,0.7761,0.7761,0.0127,0.0398,0.2336,0.0633,0.2968,0.0303,0.0936,-0.2066,-0.2066,-0.2292,-0.2292,-0.1297,-0.1569,1.9452,1.94,1.9335,-1.435,-1.44,1.9452,1.9143,1.9143,1.029,1.0963,2.5938,2.7536,2.7536,31.6383,31.6383,68.3617,20.6583,20.6583,2.7536,2.7536,1.6321,1.6321,5.1228,5.1228,104.6867,104.6867,9.2745,9.2745,9.0779,9.0779,2.3059,2.3059,4.5908,4.5908,10596849.65,-7864981.84,16423824.35,34748999.3,1.6321,3.2577,1.9862,1.787,1.7734,46.0857,216.9869,243.4561,73.5955,152.4529,199.8155,0.1354,-0.3379,-0.3791,-0.347,-0.4969,2.3047,0.0273,-0.347,114.2778,114.2778,31.8338,29.97,106.9405,111.5684,111.1073,114.3722,90.6516,13.92,-116.4491,21.3135,21.3252,114.1998,1.2158,-11.5704,1.21,1.2158,-11.5704,,471,3.3571,107.2354,0.9896,363.8201,,,0.5957,23.0605,0.5885,0.3737,87.8753,87.8753,-26.6217,-26.6217,,,0.732,-94696182.34,-85349653.18,281729668,-24831574.83,-966.7915,87.8753,-9.9479,0.1292,,,,,,31.3659,60.6661,39.3339,1.6051,4.0839,,,70.8842,29.1158,97.3773,2.6227,68.6341,1.457,242573509.3,0.012,4.9993,-161.6082,-161.6082,-0.3004,-0.3004,13.135,13.135,43.722,43.722,5.0483,-89.09,1.5749,120.035,2.7536,94.9517,56.6098,5.1228
78390,C300277,深圳海联讯科技股份有限公司,3,300277,,,A,31/12/18,Q4,0.0239,0.0239,0.0239,0.0239,1.4292,0.7885,0.7885,0.7885,0.0354,0.0241,0.2474,0.0483,0.2957,0.1262,0.1745,0.0664,0.0664,-0.3695,-0.3695,0.2761,0.2864,1.68,1.68,1.6748,0.9924,1,1.68,1.1206,1.1206,1.5189,1.4317,1.5729,4.1508,4.1508,22.6137,22.6137,77.3863,13.0556,13.0556,4.1508,4.1508,4.4876,4.4876,3.0623,3.0623,101.068,101.068,3.5407,3.5407,10.8438,10.8438,-1.3288,-1.3288,0.4619,0.4619,8018257.15,4751287.31,8088599,16464564.6,4.4876,4.9451,2.6646,2.0498,1.1074,57.1097,175.1015,433.2933,58.2346,424.9238,,0.0602,0.0813,0.2012,0.0819,,,0.0043,0.0819,32.0442,32.0442,-11.297,-13.48,25.4483,28.1358,27.1857,32.4604,13.2623,10.7,-175.7671,34.5898,34.6856,31.6356,0.6291,12.9775,0.63,0.6291,12.9775,-3.4722,368,1.559,230.9321,2.6234,137.2265,,,0.392,22.9043,0.5534,0.3659,151.0888,151.0888,8.4164,8.4164,,,0.1728,-123766885.8,22230533.36,399074095.1,-153479672.9,202.768,151.0888,3.0799,0.5867,0.06,0.3989,1.106,250.6779,-150.6779,35.7057,94.4633,5.5367,1.1836,0.2058,,,81.2486,18.7514,99.2858,0.7142,64.2943,1.5553,451899273.2,0.004,37.8374,-23.8802,-23.8802,,,96.3286,96.3286,-0.3388,-0.3388,7.1929,43.3372,1.5123,73.1357,4.1508,92.8071,146.0481,3.0623
169631,C300297,蓝盾信息安全技术股份有限公司,3,300297,,,A,31/12/18,Q4,0.34,0.33,0.3387,0.3387,3.7033,1.942,1.942,1.942,0.4211,0.5426,1.6126,0.036,1.6487,1.0837,1.1197,0.144,0.144,-0.4678,-0.4678,0.4622,1.0547,9.4448,9.39,8.955,7.7815,8.16,9.4448,7.0151,7.0151,4.6412,4.2657,7.6104,18.4861,18.4861,59.3662,59.3662,40.6338,21.5692,21.5692,18.4861,18.4861,21.6816,21.6816,27.9414,27.9414,82.353,82.353,6.325,6.325,8.0178,8.0178,7.2263,7.2263,9.6254,9.6254,397943111.3,345794218.3,637605667.8,861356591.5,21.6816,34.3945,1.2786,1.2179,0.9627,119.6109,83.6044,105.4522,203.5373,61.9702,84.6323,0.1599,0.0318,0.0402,0.0419,0.0549,4.2678,1.1341,0.0419,-2.8571,-5.7143,2.9533,31.61,-5.0787,-5.1593,-4.4123,-3.8342,-11.1241,49.35,80.461,372.3544,372.1311,-13.8072,11.57,19.305,9.28,11.57,19.305,9.5264,457,3.9809,90.4318,0.9807,367.0847,,,0.4492,2.7577,0.5416,0.2511,217.1102,217.1102,7.4171,7.4171,42.0307,42.0307,7.6735,-549666180.9,169254449.5,4954315701,-293798223.9,40.1227,217.1102,1.8622,0.878,0.032,9.9475,4.2309,10.0528,89.9472,53.7483,52.2222,47.7778,10.2328,4.9653,0.0616,0.0447,51.3269,48.6731,75.9891,24.0109,46.2517,2.1621,1125325907,0.279,5.4352,82.4841,82.4841,-0.2144,-0.2144,0.0946,0.0946,-1.3424,-1.3424,13.5937,81.9725,2.1572,94.3347,18.4861,86.4063,76.5688,27.9414
169847,C300301,深圳市长方集团股份有限公司,2,300301,,,A,31/12/18,Q4,-0.1985,-0.1985,-0.1985,-0.1985,2.0496,1.9926,1.9926,1.9926,-0.1729,-0.1301,0.9516,0.035,0.9866,0.0631,0.0981,-0.2375,-0.2375,-0.2393,-0.2393,0.8446,1.0613,-8.289,-7.77,-9.6866,-9.4611,-7.59,-8.289,-2.8173,-2.8173,-2.9654,-3.0973,-3.1015,-6.8746,-6.8746,25.5478,25.5478,74.4522,10.3058,10.3058,-6.8746,-6.8746,-8.6764,-8.6764,-6.5313,-6.5313,108.5997,108.5997,2.8564,2.8564,5.2674,5.2674,2.182,2.182,16.0608,16.0608,-156868230.6,-153217721.5,-102827206.1,54650066.32,-8.6764,-10.4703,0.8884,0.6764,0.6322,115.7339,86.4051,94.5133,185.5817,58.9411,72.6937,0.0272,-0.1001,-0.1095,-0.1152,-0.135,-2.7873,,-0.1152,-532.4619,-532.4619,-10.0559,3.53,-215.1187,-218.1413,-208.2927,-532.878,-1021.5943,-215.86,27.3491,-190.9952,-190.9962,-678.8574,-25.2173,-8.169,-25.21,-25.2173,-8.169,,223,3.1773,113.3073,3.2598,110.4396,,,1.0104,1.3871,0.8319,0.4314,84.839,84.839,-11.9171,-11.9171,,,0.6646,-189060607.8,-187622055.3,1335695298,-133080950.5,,84.839,-5.1405,0.1859,,,,,,53.6353,41.3947,58.6053,29.9251,3.1344,0.0398,,48.5896,51.4104,86.8771,13.1229,46.3647,2.1568,-181785566.2,0.1518,1.7846,,,,,,,,,,,1.9286,144.9369,-6.8746,,,-6.5313
157553,C300303,深圳市聚飞光电股份有限公司,2,300303,,,A,31/12/18,Q4,0.13,0.13,0.1255,0.1255,1.5108,1.8422,1.8422,1.8422,0.1465,0.1408,0.0172,0.0941,0.1113,0.43,0.5241,0.0589,0.0589,-0.0191,-0.0191,0.0172,-0.0081,8.5258,8.55,8.3097,6.9228,7.13,8.5258,5.4565,5.4565,4.6547,4.7023,7.8021,6.5205,6.5205,21.8626,21.8626,78.1374,7.1574,7.1574,6.5205,6.5205,7.9546,7.9546,7.6438,7.6438,94.0564,94.0564,2.5041,2.5041,5.0123,5.0123,-0.359,-0.359,4.074,4.074,159804568.7,133132115.7,179248618.6,270093798.7,7.9546,9.2776,1.67,1.5136,1.232,68.086,146.873,167.2415,76.6241,148.606,197.6103,0.1966,0.0572,0.0652,0.061,0.0867,,0.0981,0.061,160,160,14.1053,34.7,240.3767,235.0493,239.1063,167.0183,138.3733,16,5.4187,64.2781,61.3699,153.4836,5.3395,-2.0046,3.45,5.3395,-2.0046,5.3741,165,9.3372,38.5559,2.8311,127.1591,,,1.0726,3.4277,1.2511,0.7139,89.9916,89.9916,3.1953,3.1953,53.7605,53.7605,2.2495,-24273353.69,74930411.71,2110324391,-526120115.7,49.0035,89.9916,2.281,0.1436,0.045,2.7904,1.3084,35.837,64.163,40.2663,63.0984,36.9016,26.0092,4.271,,,62.5807,37.4193,93.833,6.167,59.7337,1.6741,823192608.2,0.0416,2.3508,75.1083,75.1083,-0.1723,-0.1723,10.1475,10.1475,-0.5219,-0.5219,17.6007,87.0667,1.7526,104.5101,6.5205,82.3993,103.5265,7.6438
169802,C300310,宜通世纪科技股份有限公司,3,300310,,,A,31/12/18,Q4,-2.21,-2.21,-2.2311,-2.2311,1.7487,2.9212,2.9212,2.9212,-2.2224,-2.2492,2.3528,0.0476,2.4004,-1.6029,-1.5552,-0.1203,-0.1203,-0.5644,-0.5644,-0.1099,-0.1716,-77.1749,-77.3,-127.5894,-130.7675,-79.22,-77.1749,-56.2233,-56.2233,-56.3679,-79.285,-77.2619,-77.1934,-77.1934,12.1404,12.1404,87.8596,11.5603,11.5603,-77.1934,-77.1934,-76.0756,-76.0756,-76.9955,-76.9955,178.7184,178.7184,2.8736,2.8736,8.5323,8.5323,0.1544,0.1544,75.272,75.272,-1969452677,-2018509608,-1985429224,-1930377004,-76.0756,-77.2991,2.0067,1.6835,1.3548,63.7843,156.7784,199.6703,72.7598,175.0394,317.5747,-1.9701,-0.1078,-0.1373,-0.11,-0.2491,,0.0205,-0.11,-918.5185,-918.5185,-0.1484,29.61,-856.9585,-860.5924,-1017.1713,-951.3746,-1001.0829,-415.71,43.6152,-243.5857,-245.4655,-2063.6993,-56.6442,-44.8467,-56.09,-56.6442,-44.8467,,177,7.1943,50.0403,2.8349,126.9931,,,1.2085,11.2107,1.0105,0.7302,102.8114,102.8114,-4.1167,-4.1167,,,1.088,-498214896.6,-106155050.5,2651127678,-1961470450,,102.8114,-3.0061,0.3367,,,,,,39.2163,77.1046,22.8954,8.5135,1.5665,,,66.63,33.37,97.9796,2.0204,60.7837,1.6452,971119665.8,0.013,4.0858,,,,,,,,,,,1.3838,98.9409,-77.1934,,,-76.9955
